restaurant_id,name,city,locality,cuisines,avg_cost_for_two,currency,rating,votes
279,Gufha - The President Hotel,Bengaluru,Banashankari,"North Indian, Afghani, Mughlai",1200.0,INR,4.1,1875
281,Tanna's Kitchen,Bengaluru,Banashankari,"Italian, Chinese, Street Food",250.0,INR,3.1,7
282,Shree Mandarathi Grand,Bengaluru,Banashankari,"South Indian, North Indian",400.0,INR,3.7,38
283,Mojo Pizza - 2X Toppings,Bengaluru,Banashankari,Pizza,600.0,INR,4.2,179
284,Iceberg Icecreams,Bengaluru,Banashankari,"Desserts, Ice Cream",250.0,INR,4.0,43
285,South Kitchen,Bengaluru,Banashankari,South Indian,100.0,INR,4.3,275
286,Chung Wah,Bengaluru,Banashankari,"Chinese, Thai, Momos",850.0,INR,3.7,323
287,Shanthi Sagar,Bengaluru,Banashankari,"South Indian, North Indian, Chinese",400.0,INR,3.1,28
288,Millet Mama,Bengaluru,Banashankari,"South Indian, Healthy Food",200.0,INR,3.9,18
289,Bangarpet Chat Express,Bengaluru,Banashankari,"Street Food, Fast Food",100.0,INR,3.3,6
290,South Cool Point,Bengaluru,Banashankari,Beverages,100.0,INR,0.0,0
291,Prems Graama Bhojanam,Bengaluru,Banashankari,South Indian,400.0,INR,4.3,322
292,Java City,Bengaluru,Banashankari,"Cafe, American, Pizza",450.0,INR,2.6,157
293,Kamat Bugle Rock,Bengaluru,Banashankari,"South Indian, Fast Food",300.0,INR,3.9,543
295,Puliyogare Point,Bengaluru,Banashankari,South Indian,100.0,INR,4.2,444
296,Bangalore Agarwal Bhavan,Bengaluru,Banashankari,"Street Food, North Indian, South Indian",400.0,INR,3.9,134
297,Rustic Stove,Bengaluru,Banashankari,"North Indian, South Indian, Biryani, Beverages",900.0,INR,3.8,577
298,Udupi Ruchi Grand,Bengaluru,Banashankari,"South Indian, North Indian, Chinese, Street Food",200.0,INR,4.2,60
299,De Thaali,Bengaluru,Banashankari,"North Indian, Chinese, Rolls",550.0,INR,3.9,144
301,Just Thindi,Bengaluru,Banashankari,South Indian,200.0,INR,3.6,16
302,Matru Sagar,Bengaluru,Banashankari,"South Indian, North Indian, Chinese",250.0,INR,3.6,84
303,Vasanth Vihar - Since 1965,Bengaluru,Banashankari,"South Indian, Street Food",150.0,INR,3.6,95
304,Sea Spice by 7 Star,Bengaluru,Banashankari,"Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",1200.0,INR,4.0,349
305,Desi Dawat,Bengaluru,Banashankari,"North Indian, Fast Food",400.0,INR,3.7,248
306,Cafe Aira,Bengaluru,Banashankari,"Cafe, Continental, Beverages, Desserts",500.0,INR,4.1,216
307,Donne Biriyani combos,Bengaluru,Banashankari,Biryani,400.0,INR,0.0,0
309,Mast Punjabi,Bengaluru,Banashankari,"North Indian, Chinese, Rolls, Biryani, Kebab",400.0,INR,2.6,231
310,South Grand,Bengaluru,Banashankari,"South Indian, North Indian, Chinese, Beverages",400.0,INR,3.4,102
312,The Pizzeria,Bengaluru,Banashankari,"Pizza, Italian, Salad",800.0,INR,2.8,45
313,Cafe Zone,Bengaluru,Banashankari,"Fast Food, Chinese, Rolls",300.0,INR,3.9,149
314,Ruchis Point,Bengaluru,Banashankari,"Fast Food, Chinese",200.0,INR,3.8,75
315,Firangi Bake,Bengaluru,Banashankari,"Mexican, Italian",600.0,INR,4.0,53
316,The Royal Corner - Pai Viceroy,Bengaluru,Banashankari,"North Indian, Chinese",900.0,INR,4.2,815
317,Hara Fine Dine,Bengaluru,Banashankari,"North Indian, Chinese",800.0,INR,4.0,633
318,Chocoberry,Bengaluru,Banashankari,"Ice Cream, Desserts, Beverages",400.0,INR,3.5,56
319,Dakshin Grand,Bengaluru,Banashankari,"South Indian, North Indian, Chinese, Street Food",300.0,INR,3.0,82
320,Sandwichwallas,Bengaluru,Banashankari,Fast Food,200.0,INR,3.7,35
321,Chai Mane,Bengaluru,Banashankari,"Juices, Fast Food",150.0,INR,3.6,20
322,SLV Upachar,Bengaluru,Banashankari,"South Indian, Chinese, Street Food",250.0,INR,3.1,14
323,Waffle-A-Go Go,Bengaluru,Banashankari,"Fast Food, Desserts, Ice Cream",400.0,INR,3.9,70
324,Cross Road Cafe,Bengaluru,Banashankari,"Cafe, Fast Food, Chinese",300.0,INR,3.9,91
325,Anand Donne Biriyani,Bengaluru,Banashankari,Biryani,200.0,INR,3.6,45
326,Seven Star,Bengaluru,Banashankari,"North Indian, Chinese",250.0,INR,3.4,7
327,Stop 'N' Joy,Bengaluru,Banashankari,Fast Food,150.0,INR,3.8,28
328,Sri Yaksha Shiv Sagar,Bengaluru,Banashankari,"North Indian, Chinese",600.0,INR,3.6,24
329,Fudge,Bengaluru,Banashankari,"Desserts, Momos",200.0,INR,3.8,36
330,Just Bunny,Bengaluru,Banashankari,Fast Food,200.0,INR,3.5,11
331,Bakers Town,Bengaluru,Banashankari,"Cafe, Continental, Fast Food",650.0,INR,3.8,77
332,Shree Mahalakshmi Sweets,Bengaluru,Banashankari,"Mithai, Street Food",100.0,INR,3.2,8
333,Kaapi Kendra,Bengaluru,Banashankari,South Indian,100.0,INR,3.7,14
334,Ivy,Bengaluru,Banashankari,"North Indian, Chinese, Fast Food",600.0,INR,3.8,210
335,The Airos,Bengaluru,Banashankari,"Cafe, Italian, Pizza",650.0,INR,4.1,130
336,Chai Kraft,Bengaluru,Banashankari,"Beverages, Tea",100.0,INR,4.1,30
338,South Point Pub,Bengaluru,Banashankari,"North Indian, Seafood, Chinese",800.0,INR,3.4,11
339,The Trundle,Bengaluru,Banashankari,"Chinese, Thai, Continental, North Indian",700.0,INR,3.7,133
340,The Krishna Grand Xpress,Bengaluru,Banashankari,"South Indian, Fast Food",350.0,INR,4.0,136
341,Sri Krishna Darshini,Bengaluru,Banashankari,"South Indian, North Indian, Chinese",200.0,INR,3.1,4
342,Shringar Sweets & Snacks,Bengaluru,Banashankari,"Mithai, South Indian, Street Food, Fast Food",200.0,INR,3.5,11
343,Udupi Grand,Bengaluru,Banashankari,"South Indian, North Indian, Chinese",300.0,INR,3.8,74
344,Ganesh Grand,Bengaluru,Banashankari,"South Indian, North Indian, Desserts",300.0,INR,3.7,30
345,Shreyas Upahar & Burger Point,Bengaluru,Banashankari,"South Indian, Burger",200.0,INR,3.0,7
347,Little Cafe,Bengaluru,Banashankari,"Cafe, Beverages",600.0,INR,3.7,54
348,Mumbai Badam Milk & Lassi Center,Bengaluru,Banashankari,"Beverages, Desserts",100.0,INR,3.6,23
349,Sri Krishna Sagar,Bengaluru,Banashankari,"North Indian, Chinese",400.0,INR,3.2,119
350,Mylari Biryani Family Restaurant,Bengaluru,Banashankari,"Biryani, Fast Food",400.0,INR,3.7,73
351,1980s Games Cafe,Bengaluru,Banashankari,"Cafe, Fast Food",400.0,INR,3.4,58
352,Kadala Tarangaa,Bengaluru,Banashankari,"Mangalorean, Seafood, North Indian",600.0,INR,3.6,129
353,Namma Biryani,Bengaluru,Banashankari,"Biryani, Chinese, North Indian",250.0,INR,3.6,24
354,Nandhanu's Rasoi,Bengaluru,Banashankari,"Chinese, North Indian",400.0,INR,3.0,175
355,Hotel Pork Paradise,Bengaluru,Banashankari,South Indian,300.0,INR,3.7,21
356,As On Fire,Bengaluru,Banashankari,"Pizza, Fast Food, Bbq",400.0,INR,3.5,41
357,J K Fish Land,Bengaluru,Banashankari,"Seafood, Mangalorean",300.0,INR,3.6,35
358,Curry Leaves,Bengaluru,Banashankari,"Andhra, North Indian, Chinese",800.0,INR,4.1,176
359,Lassi Shop,Bengaluru,Banashankari,"Beverages, Ice Cream, Fast Food",300.0,INR,3.5,45
360,Magic Meals,Bengaluru,Banashankari,"Fast Food, Desserts, Beverages",400.0,INR,3.7,47
361,Desi Cream Junction,Bengaluru,Banashankari,"Chinese, North Indian, Pizza, Italian",650.0,INR,3.7,36
362,Drunken Monkey,Bengaluru,Banashankari,"Beverages, Fast Food",400.0,INR,3.8,52
363,Ruchi's Corner,Bengaluru,Banashankari,Fast Food,200.0,INR,2.7,123
364,Tandoori Bytes,Bengaluru,Banashankari,North Indian,700.0,INR,3.6,59
365,Bangalore Donne Biriyani,Bengaluru,Banashankari,"South Indian, Biryani",300.0,INR,3.2,4
366,SGS Non Veg - Gundu Pulav,Bengaluru,Banashankari,"Biryani, Fast Food",400.0,INR,3.8,101
367,Keventers,Bengaluru,Banashankari,"Desserts, Beverages, Ice Cream",400.0,INR,3.7,54
368,Sree Sagar,Bengaluru,Banashankari,South Indian,200.0,INR,0.0,0
369,Navi Food Point,Bengaluru,Banashankari,Fast Food,200.0,INR,3.6,22
370,Shawarma Inc,Bengaluru,Banashankari,"Rolls, Lebanese",250.0,INR,3.1,31
371,The Cafe Nuts and Bolts,Bengaluru,Banashankari,"Cafe, Fast Food, Chinese",500.0,INR,3.0,29
372,AM WOW,Bengaluru,Banashankari,Beverages,100.0,INR,3.4,6
373,Lalbagh Grand,Bengaluru,Banashankari,"South Indian, North Indian, Chinese",250.0,INR,3.0,22
374,Funjabi Curries,Bengaluru,Banashankari,North Indian,500.0,INR,2.9,11
375,Eat Repeat,Bengaluru,Banashankari,South Indian,150.0,INR,3.9,101
376,Salut,Bengaluru,Banashankari,"Continental, Finger Food, Seafood, Pizza",1200.0,INR,4.1,442
377,Nammura Donne Biriyani,Bengaluru,Banashankari,"Biryani, Fast Food",400.0,INR,3.5,155
378,Lassi Stop,Bengaluru,Banashankari,"Beverages, Fast Food, Juices",150.0,INR,3.4,12
379,Dakshin Kitchen,Bengaluru,Banashankari,South Indian,100.0,INR,3.6,15
380,Sri Sai Cafe,Bengaluru,Banashankari,South Indian,200.0,INR,3.5,10
381,Sri Sai 99 Variety Dosa,Bengaluru,Banashankari,South Indian,300.0,INR,3.8,25
382,Utsav Restaurant,Bengaluru,Banashankari,"North Indian, Chinese",300.0,INR,3.8,61
383,Crunch and Munch,Bengaluru,Banashankari,"Chinese, Street Food, Ice Cream",300.0,INR,3.7,23
384,Food Geek,Bengaluru,Banashankari,"Sandwich, Fast Food, Rolls",350.0,INR,3.8,25
385,Sri Krishna Aramane,Bengaluru,Banashankari,"South Indian, North Indian, Chinese, Fast Food",200.0,INR,3.7,40
386,Great Indian Rolls,Bengaluru,Banashankari,Rolls,100.0,INR,3.3,4
387,Chats Point,Bengaluru,Banashankari,"Fast Food, Street Food",150.0,INR,3.4,8
388,Food Point,Bengaluru,Banashankari,"North Indian, Chinese",300.0,INR,3.5,32
389,Swarga Ruchi,Bengaluru,Banashankari,South Indian,200.0,INR,3.3,10
390,Kolkata King,Bengaluru,Banashankari,"Fast Food, Rolls",300.0,INR,3.4,6
391,Sandwich Mama's And Frozen Monster,Bengaluru,Banashankari,"Ice Cream, Beverages, Fast Food",250.0,INR,3.8,53
392,New Rajadhani Spicy,Bengaluru,Banashankari,North Indian,700.0,INR,3.7,67
393,Big Mishra Pedha,Bengaluru,Banashankari,Mithai,250.0,INR,2.9,23
394,VEGeatz,Bengaluru,Banashankari,"South Indian, North Indian",200.0,INR,3.4,19
395,Foodizo,Bengaluru,Banashankari,"Desserts, Fast Food, Continental",300.0,INR,3.6,24
396,Food Springs,Bengaluru,Banashankari,"South Indian, Chinese",400.0,INR,4.0,232
397,Chung's Chinese Corner,Bengaluru,Banashankari,Chinese,700.0,INR,3.9,221
398,Eurasia Pasta and Barbeque by Little Italy,Bengaluru,Banashankari,"Italian, Fast Food, Salad, Bbq",1200.0,INR,4.1,1063
399,Goli Vada Pav No. 1,Bengaluru,Banashankari,Street Food,200.0,INR,3.7,93
400,Ragoo's,Bengaluru,Banashankari,"Italian, Pizza, North Indian, Salad",800.0,INR,3.9,233
401,Pure & Natural,Bengaluru,Banashankari,"Fast Food, Continental, Beverages, Salad, Healthy Food",500.0,INR,3.9,211
402,Maiyas,Bengaluru,Banashankari,"North Indian, South Indian, Fast Food, Juices",200.0,INR,4.0,1778
403,Sip n Dine,Bengaluru,Banashankari,"North Indian, Chinese, South Indian",800.0,INR,3.6,218
404,Cafe Mondo,Bengaluru,Banashankari,"Cafe, Italian, Beverages",600.0,INR,3.7,514
405,Jalpaan,Bengaluru,Banashankari,"North Indian, Continental",900.0,INR,4.0,866
406,Kataria's Pakwan,Bengaluru,Banashankari,North Indian,400.0,INR,3.2,96
407,Juicy Momos,Bengaluru,Banashankari,"Tibetan, Momos",250.0,INR,3.5,80
408,Amande Patisserie,Bengaluru,Banashankari,"Bakery, French, Desserts",300.0,INR,4.0,73
409,Anand Sweets and Savouries,Bengaluru,Banashankari,"Mithai, Street Food",400.0,INR,3.9,84
410,Chicken Hunt,Bengaluru,Banashankari,"South Indian, North Indian, Chinese, Biryani",350.0,INR,3.5,88
411,Swadesh Tadka,Bengaluru,Banashankari,"North Indian, Chinese, Beverages",600.0,INR,3.5,179
412,Cane-O-La,Bengaluru,Banashankari,Juices,100.0,INR,3.8,61
413,New Biryani Mane,Bengaluru,Banashankari,"North Indian, Chinese, Biryani, South Indian",450.0,INR,3.7,128
414,Upahara Darshini,Bengaluru,Banashankari,"South Indian, North Indian, Chinese",400.0,INR,3.8,339
415,Karnataka Bhel House,Bengaluru,Banashankari,Street Food,100.0,INR,4.1,449
416,Sreeraj Lassi Bar,Bengaluru,Banashankari,Beverages,150.0,INR,4.1,210
417,Juice Junction Food Court,Bengaluru,Banashankari,"Juices, South Indian, Chinese, Fast Food",200.0,INR,3.7,57
418,Bunt's Biriyani Palace,Bengaluru,Banashankari,"North Indian, South Indian, Chinese, Biryani, Seafood",400.0,INR,3.0,213
419,Chai Point,Bengaluru,Banashankari,"Tea, Beverages, Fast Food",250.0,INR,3.2,208
420,Janahaar,Bengaluru,Banashankari,South Indian,100.0,INR,3.8,70
422,Utsav,Bengaluru,Banashankari,"North Indian, Street Food",200.0,INR,3.7,59
423,Meat And Eat,Bengaluru,Banashankari,"Fast Food, Burger",500.0,INR,3.1,10
424,Snacks Bite,Bengaluru,Banashankari,"Fast Food, Momos",400.0,INR,3.0,9
425,The Spice Saga,Bengaluru,Banashankari,"Biryani, North Indian, Chinese, Seafood",750.0,INR,3.7,124
426,Dakshin Cafe,Bengaluru,Banashankari,South Indian,100.0,INR,3.7,19
427,Mr. Parathewala,Bengaluru,Banashankari,North Indian,300.0,INR,0.0,0
428,Kaulige Millet Corner,Bengaluru,Banashankari,"Healthy Food, South Indian",150.0,INR,3.3,4
429,Ifruit Ice Cream,Bengaluru,Banashankari,"Desserts, Ice Cream",150.0,INR,3.3,4
430,Havmor,Bengaluru,Banashankari,"Ice Cream, Desserts",200.0,INR,3.8,21
431,Grand Food,Bengaluru,Banashankari,"South Indian, Bakery, Chinese",250.0,INR,3.4,8
432,Dining Hut,Bengaluru,Banashankari,"North Indian, Chinese, South Indian",400.0,INR,3.5,10
433,7 Hills Garden Restaurant,Bengaluru,Banashankari,"North Indian, Mughlai, Chinese",400.0,INR,0.0,0
434,Desi Swaad,Bengaluru,Banashankari,North Indian,400.0,INR,3.5,10
435,Yummy Momos,Bengaluru,Banashankari,"Momos, Tibetan, Chinese",200.0,INR,3.2,4
436,Masale Daan,Bengaluru,Banashankari,North Indian,350.0,INR,3.1,4
437,Sri Manjunatha Tandoori Corner,Bengaluru,Banashankari,Mughlai,300.0,INR,0.0,0
438,Grow Fit,Bengaluru,Banashankari,"Healthy Food, North Indian, Thai",500.0,INR,3.6,16
439,The House Of Vadapav,Bengaluru,Banashankari,Nan,150.0,INR,0.0,0
440,Cutcakes,Bengaluru,Banashankari,Bakery,300.0,INR,0.0,0
441,Lassi Spot,Bengaluru,Banashankari,Nan,100.0,INR,3.3,4
442,Sandwich Hub,Bengaluru,Banashankari,"Fast Food, Sandwich",300.0,INR,3.4,12
443,Healthy Bakes 'n' Brew,Bengaluru,Banashankari,Bakery,150.0,INR,0.0,0
444,Udupi Sri Krishna Cafe,Bengaluru,Banashankari,"North Indian, South Indian",600.0,INR,3.9,14
445,Starlite Bakery & Fastfood,Bengaluru,Banashankari,"North Indian, Chinese, Rolls, Bakery, Arabian, Charcoal Chicken, Desserts",300.0,INR,3.7,0
446,Veganbreak24x7,Bengaluru,Banashankari,"South Indian, Chinese, Continental, Biryani",199.0,INR,2.8,5
447,Aadhya Hotel,Bengaluru,Banashankari,"South Indian, North Indian, Chinese, Biryani",800.0,INR,3.3,5
448,Dodda Mane Baaduta,Bengaluru,Banashankari,"North Indian, South Indian, Chinese, Biryani",250.0,INR,3.5,15
449,Swadd Kitchen,Bengaluru,Banashankari,"North Indian, Fast Food",500.0,INR,3.4,4
450,Nandini Milk Parlour and Restaurant,Bengaluru,Banashankari,"Sandwich, Rolls, South Indian, Ice Cream",250.0,INR,0.0,0
451,Happy Chopsticks,Bengaluru,Banashankari,"Chinese, Fast Food",300.0,INR,3.6,17
452,Sai Super Sandwich,Bengaluru,Banashankari,"Sandwich, Beverages",200.0,INR,0.0,0
453,Right Pizza,Bengaluru,Banashankari,Pizza,300.0,INR,0.0,0
454,Udupi Upachar,Bengaluru,Banashankari,"South Indian, North Indian",500.0,INR,3.3,6
455,Davanagere Benne Dose Hut,Bengaluru,Banashankari,South Indian,100.0,INR,3.4,10
456,The Sip Shop,Bengaluru,Banashankari,"Pizza, Beverages, Ice Cream",200.0,INR,0.0,0
458,Subz,Bengaluru,Banashankari,"North Indian, South Indian",1000.0,INR,4.2,2022
459,Rajastani Rasoi,Bengaluru,Banashankari,North Indian,100.0,INR,0.0,0
460,Sri Banashankari Upahara,Bengaluru,Banashankari,"North Indian, South Indian",150.0,INR,0.0,0
462,Mint and Mustard,Bengaluru,Banashankari,"North Indian, Chinese",750.0,INR,4.0,232
463,Chinese Square,Bengaluru,Banashankari,Chinese,200.0,INR,3.9,38
464,Hyderabad Express,Bengaluru,Banashankari,"Hyderabadi, Biryani, South Indian, Andhra, Beverages",300.0,INR,0.0,0
465,Punjabi Raswada,Bengaluru,Banashankari,North Indian,800.0,INR,3.5,431
466,Vinny's,Bengaluru,Banashankari,"Pizza, Italian, Continental, Desserts",800.0,INR,4.2,2115
467,Chetty's Corner,Bengaluru,Banashankari,"Fast Food, Burger, Pizza",200.0,INR,3.4,30
468,Kapoor's Cafe,Bengaluru,Banashankari,North Indian,800.0,INR,4.2,150
469,Donne Biryani & Kabab Corner,Bengaluru,Banashankari,"Chinese, Biryani",200.0,INR,3.3,12
470,Sukh Sagar,Bengaluru,Banashankari,"South Indian, North Indian, Chinese, Street Food",450.0,INR,3.8,155
471,S M V Snacks Corner,Bengaluru,Banashankari,Fast Food,200.0,INR,3.7,33
472,Andhra Ruchulu,Bengaluru,Banashankari,"Andhra, Biryani, North Indian, Chinese",1000.0,INR,4.1,666
473,The Samosa Co,Bengaluru,Banashankari,"Fast Food, Mithai",200.0,INR,0.0,0
474,Steaming Mugs,Bengaluru,Banashankari,Cafe,700.0,INR,3.9,240
476,Rajathadri Food Fort,Bengaluru,Banashankari,"South Indian, North Indian, Chinese, Street Food",600.0,INR,4.0,465
477,Brew Meister,Bengaluru,Banashankari,"North Indian, Continental, Finger Food, American, Asian",1500.0,INR,4.1,970
478,Rasoi,Bengaluru,Banashankari,"North Indian, Chinese",300.0,INR,3.3,128
479,Mr. Singh Da Dhaba,Bengaluru,Banashankari,"North Indian, Chinese",300.0,INR,3.6,241
480,Kababs N Biryani,Bengaluru,Banashankari,South Indian,200.0,INR,3.4,22
481,Ayodhya Upachar,Bengaluru,Banashankari,"South Indian, North Indian, Chinese, Street Food",200.0,INR,4.3,734
482,Biriyani Mane,Bengaluru,Banashankari,"North Indian, Biryani",400.0,INR,3.8,130
483,Cafe Ajfan,Bengaluru,Banashankari,"Cafe, Continental, Beverages",700.0,INR,4.2,261
484,Brundhavana Food Point,Bengaluru,Banashankari,"South Indian, North Indian, Chinese, Street Food, Beverages",300.0,INR,4.0,191
485,SLV Corner Restaurant,Bengaluru,Banashankari,"South Indian, Chinese, North Indian, Street Food, Rolls, Juices",550.0,INR,4.1,364
486,Biryani Royals Garden,Bengaluru,Banashankari,"North Indian, Biryani, Mughlai",500.0,INR,0.0,0
487,Hotel New Karavali,Bengaluru,Banashankari,"Mangalorean, South Indian, North Indian",300.0,INR,3.8,133
488,The Krishna Grand,Bengaluru,Banashankari,"North Indian, South Indian, Chinese, Fast Food, Juices",750.0,INR,3.9,888
490,Roti Ghar,Bengaluru,Banashankari,"North Indian, Chinese, South Indian",500.0,INR,3.9,750
492,Multi Snacky Hub,Bengaluru,Banashankari,Fast Food,200.0,INR,0.0,0
493,Kettle & Kegs,Bengaluru,Banashankari,"Tea, Beverages",200.0,INR,3.2,6
494,Baisakhi,Bengaluru,Banashankari,North Indian,500.0,INR,3.8,527
496,Poonam Sweets,Bengaluru,Banashankari,Mithai,150.0,INR,4.4,356
500,Amma's Pastries,Bengaluru,Banashankari,Bakery,400.0,INR,3.8,60
503,Polar Bear,Bengaluru,Banashankari,"Ice Cream, Desserts, Beverages, Sandwich",400.0,INR,3.9,116
505,Anand Sweets and Savouries,Bengaluru,Banashankari,"Mithai, Street Food",400.0,INR,3.7,46
506,Ibaco,Bengaluru,Banashankari,Desserts,300.0,INR,3.9,41
508,The Lassi and Juice Park,Bengaluru,Banashankari,"Juices, Desserts",150.0,INR,3.8,28
516,Corner Stone,Bengaluru,Banashankari,"Beverages, Juices, Desserts, Italian",300.0,INR,3.6,42
522,Arun Ice Cream,Bengaluru,Banashankari,"Ice Cream, Desserts",150.0,INR,3.4,7
527,Melting Melodies,Bengaluru,Banashankari,Bakery,300.0,INR,0.0,0
528,Sweet N Swirl,Bengaluru,Banashankari,"Desserts, Ice Cream",150.0,INR,3.2,17
530,Mukesh Sweet Centre,Bengaluru,Banashankari,Mithai,300.0,INR,0.0,0
535,Gopi Ice Creams,Bengaluru,Banashankari,Ice Cream,100.0,INR,0.0,0
536,Sri Venkateshwara Sweet Meat Stall,Bengaluru,Banashankari,"Mithai, Street Food, North Indian, Chinese",400.0,INR,4.0,98
537,Baskin Robbins,Bengaluru,Banashankari,"Ice Cream, Desserts",250.0,INR,3.7,25
540,Srinivasa Brahmins Bakery,Bengaluru,Banashankari,"Bakery, Street Food",150.0,INR,3.6,16
541,Jain Bakes,Bengaluru,Banashankari,"Bakery, Desserts",250.0,INR,3.6,8
543,KC Das - Sweet Spot,Bengaluru,Banashankari,"Mithai, Street Food",200.0,INR,3.6,46
546,Cake Yard,Bengaluru,Banashankari,Desserts,250.0,INR,3.3,9
548,A2B Veg - Adyar Ananda Bhavan,Bengaluru,Banashankari,"South Indian, North Indian, Chinese, Street Food",400.0,INR,2.7,97
552,Cakecraft,Bengaluru,Banashankari,Desserts,350.0,INR,0.0,0
554,My Tea House,Bengaluru,Banashankari,"Continental, Asian, North Indian, Tea",500.0,INR,0.0,0
562,Jcubez,Bengaluru,Banashankari,Finger Food,1300.0,INR,3.8,977
576,Ferment,Bengaluru,Banashankari,Continental,1000.0,INR,0.0,0
580,Chung Wah,Bengaluru,Banashankari,"Chinese, Momos, Thai, Vietnamese",900.0,INR,3.9,519
582,Blue Wings Bar & Restaurant,Bengaluru,Banashankari,"North Indian, Chinese",700.0,INR,3.7,43
590,New Imperial Restaurant,Bengaluru,Banashankari,"North Indian, Chinese",450.0,INR,3.7,39
601,7 Hills Restaurant,Bengaluru,Banashankari,"North Indian, South Indian",500.0,INR,0.0,0
604,Karavali Fish Center,Bengaluru,Banashankari,"Mangalorean, Chinese",300.0,INR,3.4,10
608,Iyer's Tiffin Centre,Bengaluru,Banashankari,"South Indian, Chinese",150.0,INR,3.8,62
609,Kydz Adda,Bengaluru,Banashankari,Continental,500.0,INR,3.4,6
612,Food Box Cafe,Bengaluru,Banashankari,"Mughlai, North Indian, Chinese",500.0,INR,3.6,36
614,Linnet Bar & Restaurant,Bengaluru,Banashankari,"Fast Food, Finger Food",500.0,INR,0.0,0
617,Sri Ganesh Juice and Chats,Bengaluru,Banashankari,"Juices, Street Food",150.0,INR,3.5,18
618,Manifest Cafe,Bengaluru,Banashankari,"South Indian, North Indian, Chinese",500.0,INR,3.5,10
619,Beijing Bites,Bengaluru,Banashankari,"Chinese, Thai",850.0,INR,2.7,128
620,Karavali Lunch Home,Bengaluru,Banashankari,"South Indian, North Indian, Seafood, Mangalorean",400.0,INR,0.0,0
626,Cafe Coffee Day,Bengaluru,Banashankari,"Cafe, Fast Food",900.0,INR,0.0,0
627,SLN Bar and Restaurant,Bengaluru,Banashankari,"North Indian, Chinese",700.0,INR,0.0,0
629,Parijatha Paradise,Bengaluru,Banashankari,"South Indian, North Indian, Fast Food, Chinese, Street Food",500.0,INR,0.0,0
631,Pizza Hut,Bengaluru,Banashankari,"Pizza, Fast Food",750.0,INR,3.7,405
633,Taaza Thindi,Bengaluru,Banashankari,South Indian,100.0,INR,4.7,651
642,Kaapi Corner,Bengaluru,Banashankari,South Indian,100.0,INR,0.0,0
644,Sri Laxmi Venkateshwara Coffee Bar,Bengaluru,Banashankari,South Indian,100.0,INR,4.4,343
648,Messy Bowl,Bengaluru,Banashankari,"Fast Food, Beverages",500.0,INR,3.8,70
653,Chickpet Donne Biryani House,Bengaluru,Banashankari,Biryani,250.0,INR,3.8,131
654,Brahmin Cafe,Bengaluru,Banashankari,South Indian,150.0,INR,3.8,19
667,Hotel Mangala,Bengaluru,Banashankari,South Indian,250.0,INR,3.9,88
668,Simple Thindies,Bengaluru,Banashankari,South Indian,200.0,INR,3.5,8
669,Rolls On Wheels,Bengaluru,Banashankari,"Fast Food, Rolls, Momos",300.0,INR,3.4,145
